URL : https://github.com/mathieusaade/universal-wiki-converter

Tag : 4.0.0

Analysis date : 13/09/2016 15:00

Eclipse version : Luna 4.4.1

Summary (# items / category)
*  231    Potential Porgramming Problems
*   20    Name Shadowing and Conflicts
* 1335    Code Style
*   82    Deprecation
*  711    Type Safety and Raw Types
*  909    Unnecessary Code

Category : Potential Programming Problems
    Description	Resource	Path	Location	Type
    The value of the local variable dropTarget is not used	TreeTester.java	/uwc/src/main/java/com/atlassian/uwc/ui/organizer	line 88	Java Problem
    The value of the local variable organizerTreeWrapper is not used	OrganizerTree.java	/uwc/src/main/java/com/atlassian/uwc/ui/organizer	line 51	Java Problem
    Redundant specification of type arguments <String, DefaultMutableTreeNode>	OrganizerTree.java	/uwc/src/main/java/com/atlassian/uwc/ui/organizer	line 102	Java Problem
    The value of the parameter evt is not used	CustomOrganizationsFrame.java	/uwc/src/main/java/com/atlassian/uwc/ui/organizer	line 84	Java Problem
    The value of the parameter evt is not used	OrganizerMainFrame2.java	/uwc/src/main/java/com/atlassian/uwc/ui/organizer	line 349	Java Problem
    The import com.atlassian.uwc.hierarchies.HierarchyBuilder is never used	GuiDisablingListener.java	/uwc/src/main/java/com/atlassian/uwc/ui/listeners	line 14	Java Problem
    The import java.util.Iterator is never used	ExportWikiListenerTest.java	/uwc/src/main/java/com/atlassian/uwc/ui/listeners	line 4	Java Problem
    The import javax.swing.ComboBoxModel is never used	ExportWikiListenerTest.java	/uwc/src/main/java/com/atlassian/uwc/ui/listeners	line 6	Java Problem
    Redundant specification of type arguments <JComponent>	HasAllConvertSettingsListener.java	/uwc/src/main/java/com/atlassian/uwc/ui/listeners	line 65	Java Problem
    Redundant specification of type arguments <String>	AddPagesListener.java	/uwc/src/main/java/com/atlassian/uwc/ui/listeners	line 68	Java Problem
    Unnecessary cast from String to String	SaveListener.java	/uwc/src/main/java/com/atlassian/uwc/ui/listeners	line 170	Java Problem
    The import com.atlassian.uwc.converters.tikiwiki.RegexUtil is never used	UWCGuiModel.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 15	Java Problem
    The import com.atlassian.uwc.hierarchies.DokuwikiHierarchyTest is never used	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 56	Java Problem
    The import com.atlassian.uwc.ui.listeners.PageHandler is never used	UWCForm3.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 72	Java Problem
    The import java.awt.Insets is never used	SupportWindow.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 7	Java Problem
    The import java.util.Enumeration is never used	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 15	Java Problem
    The import org.apache.xmlrpc.XmlRpcException is never used	ConfluenceSettingsForm.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 7	Java Problem
    The method createUIComponents() from the type ConfluenceSettingsForm is never used locally	ConfluenceSettingsForm.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 242	Java Problem
    The method getAboutLicenseInfo() from the type SupportWindow is never used locally	SupportWindow.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 212	Java Problem
    The method getAboutLicenseLabel() from the type SupportWindow is never used locally	SupportWindow.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 202	Java Problem
    The method setBorder(JComponent, Color) from the type UWCForm3 is never used locally	UWCForm3.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2553	Java Problem
    The value of the field ChooseExporterForm.buttonPanel is not used	ChooseExporterForm.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 30	Java Problem
    The value of the field ChooseWikiForm.buttonPanel is not used	ChooseWikiForm.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 31	Java Problem
    The value of the field ConverterEngine.numNonConverterProperties is not used	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 163	Java Problem
    The value of the field FeedbackWindow.state is not used	FeedbackWindow.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 40	Java Problem
    The value of the field UWCForm_Old.attachmentsButton is not used	UWCForm_Old.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 29	Java Problem
    The value of the field UWCForm_Old.chooseWikiButton is not used	UWCForm_Old.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 17	Java Problem
    The value of the field UWCForm_Old.confluenceExportSettingsButton is not used	UWCForm_Old.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 25	Java Problem
    The value of the field UWCForm_Old.convertersScrollPane is not used	UWCForm_Old.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 20	Java Problem
    The value of the field UWCForm_Old.engineSelectedConvertersJList is not used	UWCForm_Old.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 23	Java Problem
    The value of the field UWCForm_Old.excludeConverterButton is not used	UWCForm_Old.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 15	Java Problem
    The value of the field UWCForm_Old.helpButton is not used	UWCForm_Old.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 28	Java Problem
    The value of the field UWCForm_Old.includeConverterButton is not used	UWCForm_Old.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 16	Java Problem
    The value of the field UWCForm_Old.includePagesButton is not used	UWCForm_Old.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 19	Java Problem
    The value of the field UWCForm_Old.mainPanel is not used	UWCForm_Old.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 14	Java Problem
    The value of the field UWCForm_Old.organizeWiki is not used	UWCForm_Old.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 26	Java Problem
    The value of the field UWCForm_Old.pageFileJList is not used	UWCForm_Old.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 22	Java Problem
    The value of the field UWCForm_Old.pageFileListScrollPane is not used	UWCForm_Old.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 21	Java Problem
    The value of the field UWCForm_Old.removePagesButton is not used	UWCForm_Old.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 18	Java Problem
    The value of the field UWCForm_Old.sendToConfluenceButton is not used	UWCForm_Old.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 24	Java Problem
    The value of the field UWCForm_Old.testRegExFrame is not used	UWCForm_Old.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 27	Java Problem
    The value of the field UWCForm2.choosePagesToConvertPanel is not used	UWCForm2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 46	Java Problem
    The value of the field UWCForm2.nextButtonPanel is not used	UWCForm2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 49	Java Problem
    The value of the field UWCForm2.organizerPanel is not used	UWCForm2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 50	Java Problem
    The value of the field UWCForm2.regExToolPanel is not used	UWCForm2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 47	Java Problem
    The value of the field UWCForm3.aboutContentPane is not used	UWCForm3.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 114	Java Problem
    The value of the field UWCForm3.aboutVersionLabel is not used	UWCForm3.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 115	Java Problem
    The value of the field XMLRPCClientTest.testSpaceID is not used	XMLRPCClientTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 25	Java Problem
    The value of the local variable a is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 509	Java Problem
    The value of the local variable a is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 554	Java Problem
    The value of the local variable a is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 597	Java Problem
    The value of the local variable blog is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1277	Java Problem
    The value of the local variable broker is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 780	Java Problem
    The value of the local variable broker is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 823	Java Problem
    The value of the local variable broker is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 883	Java Problem
    The value of the local variable broker is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 928	Java Problem
    The value of the local variable client is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1564	Java Problem
    The value of the local variable converters is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1801	Java Problem
    The value of the local variable endPage is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 317	Java Problem
    The value of the local variable endPage is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 381	Java Problem
    The value of the local variable endPage is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 447	Java Problem
    The value of the local variable endPage is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1288	Java Problem
    The value of the local variable expCon1 is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 3349	Java Problem
    The value of the local variable inputFile is not used	UWCGuiModelTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 114	Java Problem
    The value of the local variable page is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1557	Java Problem
    The value of the local variable page is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1611	Java Problem
    The value of the local variable page is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 3938	Java Problem
    The value of the local variable page2 is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 241	Java Problem
    The value of the local variable page3 is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 243	Java Problem
    The value of the local variable pages is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2514	Java Problem
    The value of the local variable pages is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2534	Java Problem
    The value of the local variable pages is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2550	Java Problem
    The value of the local variable pages is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2568	Java Problem
    The value of the local variable parentid is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 756	Java Problem
    The value of the local variable props is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 101	Java Problem
    The value of the local variable props is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 150	Java Problem
    The value of the local variable props is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 197	Java Problem
    The value of the local variable props is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 365	Java Problem
    The value of the local variable props is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 534	Java Problem
    The value of the local variable props is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 577	Java Problem
    The value of the local variable props is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 781	Java Problem
    The value of the local variable props is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 820	Java Problem
    The value of the local variable props is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1864	Java Problem
    The value of the local variable props is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1906	Java Problem
    The value of the local variable props is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1940	Java Problem
    The value of the local variable props is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2165	Java Problem
    The value of the local variable props is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2223	Java Problem
    The value of the local variable props is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2268	Java Problem
    The value of the local variable props is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2314	Java Problem
    The value of the local variable props is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2356	Java Problem
    The value of the local variable props is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2368	Java Problem
    The value of the local variable props is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2390	Java Problem
    The value of the local variable props is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2440	Java Problem
    The value of the local variable regExTool is not used	UWCForm2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 85	Java Problem
    The value of the local variable resultAttachment is not used	XMLRPCClientTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 93	Java Problem
    The value of the local variable selected is not used	ConverterListForm.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 113	Java Problem
    The value of the local variable startPage is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 500	Java Problem
    The value of the local variable startPage is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 544	Java Problem
    The value of the local variable startPage is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 587	Java Problem
    The value of the local variable startPage is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1111	Java Problem
    The value of the local variable startPage is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1211	Java Problem
    The value of the local variable startPage is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1274	Java Problem
    The value of the local variable startPage is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2183	Java Problem
    The value of the local variable startPage is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2241	Java Problem
    The value of the local variable startPage is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2288	Java Problem
    The value of the local variable startPage is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2335	Java Problem
    The value of the local variable testListener is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1439	Java Problem
    The value of the local variable testListener is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1459	Java Problem
    The value of the local variable testListener is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1477	Java Problem
    The value of the local variable timestamp2 is not used	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 968	Java Problem
    Redundant specification of type arguments <Attachment>	Page.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 138	Java Problem
    Redundant specification of type arguments <Comment>	Page.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 140	Java Problem
    Redundant specification of type arguments <Converter>	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 500	Java Problem
    Redundant specification of type arguments <Converter>	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 170	Java Problem
    Redundant specification of type arguments <Converter>	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 219	Java Problem
    Redundant specification of type arguments <Converter>	ConverterEngine_v2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 176	Java Problem
    Redundant specification of type arguments <ConverterErrors.ConverterError>	ConverterErrors.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 12	Java Problem
    Redundant specification of type arguments <File>	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1513	Java Problem
    Redundant specification of type arguments <File>	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 109	Java Problem
    Redundant specification of type arguments <File>	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 235	Java Problem
    Redundant specification of type arguments <File>	Page.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 257	Java Problem
    Redundant specification of type arguments <File>	UWCCommandLineInterface.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 163	Java Problem
    Redundant specification of type arguments <File>	UWCForm2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 208	Java Problem
    Redundant specification of type arguments <File>	UWCGuiModel.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 233	Java Problem
    Redundant specification of type arguments <Integer>	UWCForm3.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2116	Java Problem
    Redundant specification of type arguments <JTextField>	UWCForm3.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1162	Java Problem
    Redundant specification of type arguments <Page>	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 785	Java Problem
    Redundant specification of type arguments <Page>	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 813	Java Problem
    Redundant specification of type arguments <Page>	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1325	Java Problem
    Redundant specification of type arguments <Page>	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2837	Java Problem
    Redundant specification of type arguments <Page>	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2838	Java Problem
    Redundant specification of type arguments <Page>	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 157	Java Problem
    Redundant specification of type arguments <Page>	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 208	Java Problem
    Redundant specification of type arguments <Page>	ConverterEngine_v2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 361	Java Problem
    Redundant specification of type arguments <Page>	ConverterEngine_v2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 396	Java Problem
    Redundant specification of type arguments <Page>	ConverterEngine_v2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1106	Java Problem
    Redundant specification of type arguments <Page>	ConverterEngine_v2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1107	Java Problem
    Redundant specification of type arguments <Page>	PageTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 26	Java Problem
    Redundant specification of type arguments <Page>	PageTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 31	Java Problem
    Redundant specification of type arguments <Page>	PageTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 45	Java Problem
    Redundant specification of type arguments <Page>	PageTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 50	Java Problem
    Redundant specification of type arguments <String, Component>	UWCForm3.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2573	Java Problem
    Redundant specification of type arguments <String, Converter>	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 168	Java Problem
    Redundant specification of type arguments <String, Converter>	ConverterEngine_v2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 327	Java Problem
    Redundant specification of type arguments <String, Integer>	Page.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 79	Java Problem
    Redundant specification of type arguments <String, JMenuItem>	UWCForm3.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2071	Java Problem
    Redundant specification of type arguments <String, String[]>	Page.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 91	Java Problem
    Redundant specification of type arguments <String, String>	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 174	Java Problem
    Redundant specification of type arguments <String, String>	UWCForm2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 215	Java Problem
    Redundant specification of type arguments <String, String>	UWCForm2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 295	Java Problem
    Redundant specification of type arguments <String, String>	UWCGuiModelTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 25	Java Problem
    Redundant specification of type arguments <String>	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 576	Java Problem
    Redundant specification of type arguments <String>	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1316	Java Problem
    Redundant specification of type arguments <String>	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1484	Java Problem
    Redundant specification of type arguments <String>	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1496	Java Problem
    Redundant specification of type arguments <String>	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1848	Java Problem
    Redundant specification of type arguments <String>	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2532	Java Problem
    Redundant specification of type arguments <String>	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2537	Java Problem
    Redundant specification of type arguments <String>	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2670	Java Problem
    Redundant specification of type arguments <String>	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 121	Java Problem
    Redundant specification of type arguments <String>	ConverterEngineTest.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 236	Java Problem
    Redundant specification of type arguments <String>	ConverterEngine_v2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 221	Java Problem
    Redundant specification of type arguments <String>	ConverterEngine_v2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 942	Java Problem
    Redundant specification of type arguments <String>	Page.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 139	Java Problem
    Redundant specification of type arguments <String>	Page.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 355	Java Problem
    Redundant specification of type arguments <String>	RegExTestTool.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 24	Java Problem
    Redundant specification of type arguments <String>	UWCCommandLineInterface.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 155	Java Problem
    Redundant specification of type arguments <String>	UWCForm2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 209	Java Problem
    Redundant specification of type arguments <String>	UWCForm2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 267	Java Problem
    Redundant specification of type arguments <String>	UWCGuiModel.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 115	Java Problem
    Redundant specification of type arguments <String>	UWCGuiModel.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 119	Java Problem
    Redundant specification of type arguments <String>	UWCGuiModel.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 124	Java Problem
    Redundant specification of type arguments <String>	UWCGuiModel.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 220	Java Problem
    Redundant specification of type arguments <String>	UWCGuiModel.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 257	Java Problem
    Redundant specification of type arguments <VersionPage>	Page.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 471	Java Problem
    The value of the parameter key is not used	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2621	Java Problem
    The value of the parameter key is not used	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2629	Java Problem
    The value of the parameter key is not used	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2663	Java Problem
    The value of the parameter page is not used	Page.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 475	Java Problem
    The value of the parameter spacekey is not used	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1416	Java Problem
    Unnecessary cast from char to int	UWCForm3.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 2124	Java Problem
    Unnecessary cast from Converter to Converter	ConverterEngine_v2.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 342	Java Problem
    Unnecessary cast from List to List<Page>	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1424	Java Problem
    Unnecessary cast from Page to Page	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1334	Java Problem
    Unnecessary cast from Page to Page	ConverterEngine.java	/uwc/src/main/java/com/atlassian/uwc/ui	line 1335	Java Problem
    Redundant specification of type arguments <Page>	MultiPartMimeSplitter.java	/uwc/src/main/java/com/atlassian/uwc/splitters	line 40	Java Problem
    The import com.atlassian.uwc.converters.tikiwiki.RegexUtil is never used	ContentHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 16	Java Problem
    The import com.atlassian.uwc.filters.NoSvnFilter is never used	DokuwikiHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 19	Java Problem
    The import java.util.Collection is never used	MetaHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 6	Java Problem
    The import java.util.Comparator is never used	DokuwikiHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 5	Java Problem
    The import java.util.List is never used	HierarchyNode.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 7	Java Problem
    The import java.util.regex.Pattern is never used	DokuwikiHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 12	Java Problem
    The import java.util.regex.Pattern is never used	FilepathHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 8	Java Problem
    The import java.util.Set is never used	DokuwikiHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 8	Java Problem
    The import java.util.Set is never used	DokuwikiHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 10	Java Problem
    The import java.util.Set is never used	FilepathHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 6	Java Problem
    The import java.util.Set is never used	HierarchyNode.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 8	Java Problem
    The import java.util.Set is never used	Many2OneHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 7	Java Problem
    The import sun.tools.tree.AddExpression is never used	ContentHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 14	Java Problem
    The method attachAllImages(HierarchyNode, Vector<File>, boolean) from the type DokuwikiHierarchy is never used locally	DokuwikiHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 404	Java Problem
    The method getAttDirs(String) from the type DokuwikiHierarchy is never used locally	DokuwikiHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 490	Java Problem
    The method handleSpacekeyBranchWithProp(HierarchyNode) from the type DokuwikiHierarchy is never used locally	DokuwikiHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 71	Java Problem
    The method lastNodeShouldHaveTitle(HierarchyNode, String) from the type DokuwikiHierarchyTest is never used locally	DokuwikiHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 688	Java Problem
    The method printTreeOneLevel(HierarchyNode) from the type DokuwikiHierarchy is never used locally	DokuwikiHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 619	Java Problem
    The value of the field FilepathHierarchy.ignorableAncestors is not used	FilepathHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 28	Java Problem
    The value of the field MetaHierarchy.PROPKEY_CHILD is not used	MetaHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 15	Java Problem
    The value of the field SmfHierarchy.PROPKEY_HIERARCHYCOMPARATOR is not used	SmfHierarchy.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 24	Java Problem
    The value of the local variable actual is not used	SmfHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 28	Java Problem
    The value of the local variable actual is not used	SmfHierarchyTest.java	/uwc/src/main/java/com/atlassian/uwc/hierarchies	line 52	Java Problem
